year1,yearType,"values(singleYears)","values(startYears)","values(endYears)"
1087,marriage,,,3
1088,any,,5,
1088,birth,11,9,8
1088,death,7,7,8
1088,marriage,,3,6
1089,any,,3,
1089,birth,20,1,
1089,death,20,,
1090,any,,39,6
1090,birth,59,13,7
1090,death,53,6,2
1090,residence,,,3
1091,any,,4,
1091,birth,11,1,3
1091,death,10,,3
1091,marriage,,,3
1092,any,,5,
1092,birth,23,38,8
1092,death,20,,4
1093,any,,100,3
1093,birth,23,108,13
1093,death,21,97,6
1093,marriage,,97,
1093,residence,,95,
1094,any,,24,
1094,birth,15,10,3
1094,death,12,10,
1095,any,,28,1
1095,birth,27,5,29
1095,death,23,,
1096,any,,12,
1096,birth,21,10,
1096,death,18,,
1097,any,,2,
1097,birth,21,4,6
1097,death,19,3,2
1097,marriage,,3,
1098,any,,2,
1098,birth,29,6,4
1098,death,22,2,2
1099,any,,6,12
1099,birth,31,2,13
1099,death,31,2,14
1100,any,,149,122
1100,birth,188,40,108
1100,death,103,6,25
1100,marriage,12,6,72
1100,other,6,,
1100,residence,,,65
1101,birth,12,4,3
1101,death,10,,3
1101,marriage,,,3
1102,any,,10,3
1102,birth,32,,7
1102,death,30,4,5
1102,marriage,,,3
1103,any,,1,
1103,birth,9,2,
1103,death,4,,2
1104,any,,1,
1104,birth,7,1,7
1104,death,2,,6
1104,marriage,,,6
1105,any,,6,2
1105,birth,44,1,8
1105,death,40,,2
1106,any,,21,1
1106,birth,25,3,3
1106,death,22,12,3
1106,marriage,,2,3
1107,any,,1,3
1107,birth,7,,2
1107,death,6,,
1107,residence,,,2
1108,any,,4,
1108,birth,2,,
1108,death,,4,
1109,any,,,3
1109,birth,36,3,2
1109,death,30,,
1110,any,,13,2
1110,birth,27,3,8
1110,death,16,3,3
1110,marriage,,3,7
1111,any,,19,1
1111,birth,48,,2
1111,death,45,,3
1112,any,,7,
1112,birth,17,19,4
1112,death,16,10,3
1112,marriage,,11,3
1113,any,,1,
1113,birth,8,1,1
1113,death,9,,
1114,any,,6,
1114,birth,11,4,4
1114,death,5,,3
1114,marriage,,,3
1115,any,,1,
1115,birth,12,,
1115,death,9,,
1116,any,,1,16
1116,birth,11,,28
1116,death,11,,6
1116,marriage,,,18
1117,birth,6,,3
1117,death,6,,2
1118,any,,1,2
1118,birth,15,6,2
1118,death,12,6,2
1118,marriage,,6,
1119,any,,4,3
1119,birth,16,9,5
1119,death,10,2,5
1119,marriage,,2,3
1120,any,,22,7
1120,birth,33,10,4
1120,death,24,8,
1121,any,,3,1
1121,birth,7,,
1121,death,8,,
1122,any,,18,5
1122,birth,48,11,11
1122,death,44,17,6
1122,marriage,,3,6
1123,any,,1,3
1123,birth,16,1,2
1123,death,12,,2
1124,birth,4,,3
1124,death,4,,2
1125,any,,4,
1125,birth,11,,4
1125,death,8,,
1126,any,,3,
1126,birth,12,3,3
1126,death,12,4,3
1126,marriage,,,3
1127,any,,1,
1127,birth,14,3,2
1127,death,12,,
1127,marriage,,2,
1128,any,,2,
1128,birth,17,4,3
1128,death,15,2,
1129,birth,18,3,
1129,death,16,2,
1130,any,,10,12
1130,birth,17,10,21
1130,death,14,,8
1131,birth,12,3,2
1131,death,12,3,
1131,marriage,,3,2
1132,any,,10,
1132,birth,,1,12
1132,death,,,8
1132,residence,,6,
1133,any,,4,
1133,birth,31,1,2
1133,death,26,2,2
1134,any,,6,3
1134,birth,2,6,2
1134,death,2,12,2
1134,marriage,,6,2
1135,any,,1,9
1135,birth,13,1,8
1135,death,13,,6
1135,marriage,,,6
1136,birth,16,1,3
1136,death,17,,2
1137,any,,1,
1137,birth,11,,3
1137,death,10,,3
1137,marriage,,,3
1138,birth,11,8,9
1138,death,10,6,9
1138,marriage,,6,3
1139,any,,2,2
1139,birth,4,9,3
1139,death,4,9,2
1139,marriage,,9,
1140,any,,17,2
1140,birth,14,1,12
1140,death,10,,3
1140,marriage,,,7
1141,any,,,6
1141,birth,6,12,12
1141,death,6,3,
1141,marriage,,4,12
1142,birth,16,2,18
1142,death,15,2,15
1142,marriage,,,9
1143,any,,2,
1143,birth,20,3,9
1143,death,18,3,9
1143,marriage,,3,9
1144,any,,2,
1144,birth,5,,3
1144,death,2,2,3
1144,marriage,,1,3
1145,any,,,4
1145,birth,15,1,13
1145,death,12,,3
1145,marriage,,,4
1146,any,,1,1
1146,birth,19,,5
1146,death,16,,5
1146,marriage,,,3
1147,any,,6,
1147,birth,4,2,5
1147,death,2,6,3
1147,marriage,,2,5
1148,any,,2,
1148,birth,3,4,3
1148,death,2,,3
1148,marriage,,2,4
1149,birth,6,,1
1149,death,6,,
1150,any,,18,12
1150,birth,56,4,6
1150,death,40,11,
1150,marriage,,9,
1151,any,,1,
1151,birth,2,,2
1151,death,2,,
1151,marriage,,,2
1152,any,,2,
1152,birth,19,,6
1152,death,14,2,2
1152,marriage,,,2
1153,any,,3,2
1153,birth,15,,
1153,death,12,2,
1154,any,,17,
1154,birth,8,12,7
1154,death,4,2,3
1154,marriage,,,3
1155,birth,30,1,
1155,death,24,,
1156,birth,3,,1
1156,death,2,,
1157,any,,29,
1157,birth,11,,
1157,death,6,22,
1158,any,,1,
1158,birth,11,9,2
1158,death,8,7,2
1158,marriage,,3,
1159,birth,2,,
1159,death,2,,
1160,any,,6,11
1160,birth,28,9,14
1160,death,22,7,4
1160,marriage,,3,
1161,any,,1,
1161,birth,8,3,
1161,death,8,3,
1161,marriage,,3,
1162,any,,6,4
1162,birth,31,4,20
1162,death,24,7,12
1162,marriage,,3,6
1163,any,,1,
1163,birth,7,,3
1163,death,6,,3
1163,marriage,,,3
1164,any,,7,
1164,birth,12,3,7
1164,death,10,,5
1164,marriage,,,5
1165,any,,1,2
1165,birth,12,8,5
1165,death,4,6,5
1165,marriage,,8,3
1166,any,,25,
1166,birth,27,14,
1166,death,22,16,
1167,any,,5,
1167,birth,9,1,7
1167,death,6,2,
1168,birth,13,,
1168,death,13,,
1169,birth,6,,14
1169,death,6,,12
1169,marriage,,,14
1170,any,,8,4
1170,birth,25,8,3
1170,death,26,,
1171,any,,2,
1171,birth,4,3,3
1171,death,2,3,2
1171,marriage,,4,
1172,any,,3,
1172,birth,12,,4
1172,death,12,,2
1173,birth,16,5,5
1173,death,9,4,5
1173,marriage,,,3
1174,any,,8,
1174,birth,5,4,2
1174,death,4,10,
1174,marriage,,6,2
1175,any,,9,
1175,birth,18,6,2
1175,death,14,5,2
1175,marriage,,3,
1176,any,,6,
1176,birth,19,1,
1176,death,18,,
1177,any,,2,
1177,birth,6,2,14
1177,death,6,,9
1177,marriage,,,5
1178,any,,,2
1178,birth,3,6,5
1178,death,2,5,4
1178,marriage,,3,
1179,any,,2,
1179,birth,18,2,4
1179,death,14,6,3
1179,marriage,,,3
1180,any,,23,5
1180,birth,36,18,6
1180,death,30,9,3
1181,any,,9,
1181,birth,13,4,3
1181,death,12,,3
1181,marriage,,,3
1182,any,,15,
1182,birth,10,11,11
1182,death,8,3,9
1182,marriage,,3,3
1183,any,,1,
1183,birth,3,2,5
1183,death,2,,5
1183,marriage,,,3
1184,any,,15,
1184,birth,6,1,
1184,death,6,5,
1184,marriage,,3,
1185,any,,2,4
1185,birth,31,9,7
1185,death,26,5,7
1185,marriage,,3,3
1186,any,,18,
1186,birth,5,5,5
1186,death,5,,3
1186,marriage,,5,3
1187,any,,5,1
1187,birth,9,3,23
1187,death,7,3,19
1187,marriage,,4,15
1188,any,,5,
1188,birth,18,1,
1188,death,16,3,
1188,marriage,,3,
1189,any,,5,21
1189,birth,34,,21
1189,death,32,2,15
1189,marriage,,,3
1190,any,,46,19
1190,birth,52,13,6
1190,death,33,18,
1190,marriage,,6,
1190,residence,,18,6
1191,any,,1,
1191,birth,12,1,6
1191,death,14,,6
1191,marriage,,,7
1192,any,,3,4
1192,birth,9,2,5
1192,death,3,2,
1193,any,,3,
1193,birth,8,1,2
1193,death,10,,
1193,marriage,,,2
1194,any,,6,2
1194,birth,21,,
1194,death,20,,2
1195,any,,75,
1195,birth,29,70,
1195,death,27,4,1
1195,residence,,69,
1196,birth,11,,2
1196,death,10,,2
1197,any,,10,2
1197,birth,13,,4
1197,death,11,2,
1197,marriage,,,2
1198,birth,23,25,6
1198,death,18,19,6
1198,marriage,,15,6
1199,any,,32,6
1199,birth,26,,1
1199,death,28,22,
1200,any,,270,85
1200,birth,365,76,27
1200,death,203,18,2
1200,marriage,,3,
1201,any,,5,3
1201,birth,12,1,1
1201,death,10,,2
1202,any,,3,
1202,birth,16,3,44
1202,death,10,2,39
1202,marriage,,,27
1203,any,,2,
1203,birth,14,4,1
1203,death,12,2,
1204,any,,15,2
1204,birth,40,4,6
1204,death,38,13,6
1205,any,,2,2
1205,birth,21,,4
1205,death,19,,8
1206,any,,2,
1206,birth,14,4,2
1206,death,12,3,2
1206,marriage,,3,
1207,any,,,1
1207,birth,38,,26
1207,death,28,,22
1207,marriage,,1,12
1208,birth,16,4,1
1208,death,13,,
1209,any,,3,
1209,birth,24,,
1209,death,16,2,
1210,any,,10,2
1210,birth,64,4,5
1210,death,44,3,3
1210,marriage,,3,5
1211,any,,1,
1211,birth,24,,
1211,death,20,,
1212,any,,9,3
1212,birth,20,,8
1212,death,18,,5
1212,marriage,,,5
1213,any,,,2
1213,birth,12,2,2
1213,death,10,2,
1214,any,,1,
1214,birth,12,,1
1214,death,8,,
1215,any,,10,1
1215,birth,15,1,5
1215,death,11,,5
1215,marriage,,,3
1216,any,,10,7
1216,birth,25,12,
1216,death,26,16,
1216,marriage,,6,
1217,birth,2,,4
1217,death,2,,4
1218,any,,5,
1218,birth,12,5,
1218,death,8,6,
1218,marriage,,7,
1219,any,,1,
1219,birth,26,12,2
1219,death,30,9,
1219,marriage,,9,
1220,any,,23,17
1220,birth,20,11,24
1220,death,14,11,9
1220,marriage,,3,9
1221,any,,2,
1221,birth,7,3,9
1221,death,6,,3
1221,marriage,,,3
1222,any,,5,
1222,birth,34,,12
1222,death,34,,7
1222,marriage,,,4
1223,any,,3,
1223,birth,8,8,28
1223,death,8,9,21
1223,marriage,,3,21
1224,any,,3,
1224,birth,21,1,10
1224,death,16,,7
1224,marriage,,,5
1225,any,,10,1
1225,birth,25,2,3
1225,death,20,,4
1225,marriage,,4,
1226,any,,,5
1226,birth,17,,3
1226,death,17,,3
1226,marriage,,,3
1227,any,,9,8
1227,birth,35,,15
1227,death,40,8,16
1228,any,,,1
1228,birth,12,3,1
1228,death,10,2,1
1229,any,,1,
1229,birth,8,,4
1229,death,4,,4
1230,any,,7,5
1230,birth,52,4,2
1230,death,47,,
1231,any,,,1
1231,birth,15,,2
1231,death,10,,
1232,any,,1,
1232,birth,8,2,11
1232,death,8,2,7
1232,marriage,,,5
1233,any,,1,
1233,birth,17,8,12
1233,death,12,3,12
1233,marriage,,3,12
1234,any,,7,1
1234,birth,564,3,
1234,death,509,2,
1235,any,,3,6
1235,birth,24,6,
1235,death,19,6,
1235,marriage,,7,1
1236,any,,2,
1236,birth,13,,2
1236,death,9,,2
1237,birth,8,2,6
1237,death,8,2,6
1237,marriage,,,6
1238,any,,2,
1238,birth,21,7,
1238,death,21,4,
1239,any,,13,
1239,birth,44,4,3
1239,death,33,4,3
1239,marriage,,,4
1240,any,,15,4
1240,birth,44,3,3
1240,death,30,5,5
1240,marriage,,7,3
1241,any,,1,4
1241,birth,23,,4
1241,death,15,,4
1242,any,,1,2
1242,birth,,12,17
1242,death,,12,12
1242,marriage,,12,2
1243,any,,4,2
1243,birth,14,5,11
1243,death,14,2,11
1243,marriage,,,3
1244,any,,3,3
1244,birth,9,3,3
1244,death,4,3,3
1244,marriage,,3,3
1245,any,,7,14
1245,birth,20,4,16
1245,death,14,4,17
1245,marriage,,2,
1246,any,,2,4
1246,birth,22,9,31
1246,death,20,9,30
1246,marriage,,3,30
1246,residence,,,4
1247,any,,7,6
1247,birth,26,,11
1247,death,48,,5
1247,residence,,,4
1248,any,,,1
1248,birth,4,7,6
1248,death,2,2,6
1248,marriage,,,6
1249,any,,4,1
1249,birth,7,1,2
1249,death,4,,2
1250,any,,30,28
1250,birth,74,13,12
1250,death,52,3,11
1250,marriage,,7,7
1250,residence,,,1
1251,any,,5,
1251,birth,5,5,
1251,death,4,6,
1252,any,,3,1
1252,birth,11,7,20
1252,death,8,5,9
1252,marriage,,3,5
1253,any,,2,
1253,birth,24,9,1
1253,death,24,3,
1253,marriage,,5,
1254,birth,12,3,9
1254,death,12,3,4
1254,marriage,,3,3
1255,birth,26,,14
1255,death,14,,6
1256,any,,3,1
1256,birth,15,5,10
1256,death,10,3,8
1256,marriage,,3,6
1257,birth,5,2,11
1257,death,4,2,9
1257,marriage,,,11
1258,any,,4,
1258,birth,25,4,6
1258,death,25,6,6
1258,marriage,,6,8
1259,any,,2,
1259,birth,1,2,1
1259,death,,2,
1260,any,,6,1
1260,birth,12,7,11
1260,death,6,2,5
1260,marriage,,,5
1261,birth,16,2,5
1261,death,12,2,5
1261,marriage,,,3
1262,any,,2,
1262,birth,13,,11
1262,death,6,,3
1262,marriage,,,7
1263,any,,5,
1263,birth,15,12,2
1263,death,10,8,2
1263,marriage,,10,
1264,birth,12,3,3
1264,death,11,,
1264,marriage,,,2
1265,any,,1,
1265,birth,60,,2
1265,death,50,,2
1266,any,,1,5
1266,birth,5,3,5
1266,death,4,3,2
1266,marriage,,3,
1267,any,,,1
1267,birth,7,5,13
1267,death,4,2,7
1267,marriage,,2,7
1268,any,,8,
1268,birth,13,14,1
1268,death,9,13,
1268,marriage,,9,
1269,any,,1,
1269,birth,6,,
1269,death,6,,
1270,any,,24,4
1270,birth,141,25,11
1270,death,98,13,10
1270,marriage,,9,6
1271,birth,15,6,9
1271,death,13,6,7
1271,marriage,,6,5
1272,any,,6,1
1272,birth,57,3,22
1272,death,53,2,13
1272,marriage,,,11
1273,any,,3,
1273,birth,3,13,1
1273,death,3,10,
1273,marriage,,6,
1274,any,,52,3
1274,birth,180,34,11
1274,death,133,29,8
1274,marriage,,3,6
1275,any,,14,7
1275,birth,20,1,7
1275,death,12,,5
1275,marriage,,,5
1276,any,,10,
1276,birth,8,1,14
1276,death,8,,5
1276,marriage,,2,3
1277,any,,3,3
1277,birth,4,4,17
1277,death,4,4,8
1277,marriage,,,6
1278,birth,17,3,9
1278,death,16,2,8
1278,marriage,,,6
1279,any,,11,2
1279,birth,10,4,3
1279,death,4,3,3
1279,marriage,,3,3
1280,any,,11,13
1280,birth,33,1,4
1280,death,24,2,4
1280,marriage,,,3
1281,any,,2,
1281,birth,2,2,9
1281,death,,,9
1281,marriage,,,3
1282,any,,1,2
1282,birth,16,4,14
1282,death,14,3,9
1282,marriage,,3,3
1283,any,,9,2
1283,birth,5,13,3
1283,death,4,5,3
1283,marriage,,11,3
1284,any,,3,
1284,birth,48,25,20
1284,death,42,17,13
1284,marriage,,3,3
1285,any,,3,1
1285,birth,16,2,2
1285,death,14,4,5
1285,marriage,,,2
1286,birth,31,2,8
1286,death,23,,5
1286,marriage,,2,3
1287,any,,3,
1287,birth,11,4,9
1287,death,6,5,7
1287,marriage,,5,5
1288,any,,2,1
1288,birth,8,20,2
1288,death,6,10,2
1288,marriage,,8,
1289,any,,4,2
1289,birth,5,1,
1289,death,4,,
1290,any,,28,3
1290,birth,41,8,8
1290,death,20,2,
1290,marriage,,,2
1291,birth,12,5,4
1291,death,12,3,2
1291,marriage,,5,2
1292,any,,2,9
1292,birth,20,2,35
1292,death,18,,15
1292,marriage,,1,10
1293,birth,13,5,1
1293,death,10,,
1293,marriage,,4,
1294,birth,9,4,4
1294,death,8,4,4
1295,any,,7,2
1295,birth,33,4,11
1295,death,24,3,6
1295,marriage,,3,8
1296,any,,3,4
1296,birth,39,3,7
1296,death,34,3,3
1296,marriage,,,9
1297,any,,3,
1297,birth,15,3,13
1297,death,10,5,6
1297,marriage,,3,10
1298,any,,1,
1298,birth,9,16,7
1298,death,9,10,7
1298,marriage,,6,3
1299,any,,,2
1299,birth,10,4,5
1299,death,6,,3
1299,marriage,,,5
1300,any,,465,132
1300,birth,328,279,51
1300,death,123,177,7
1300,marriage,,198,6
1300,other,3,,
1300,residence,,2,3
1301,any,,2,
1301,birth,11,9,7
1301,death,8,8,6
1301,marriage,,6,6
1302,any,,5,1
1302,birth,13,2,25
1302,death,12,2,16
1302,marriage,,,10
1303,any,,4,
1303,birth,14,7,
1303,death,9,7,
1303,marriage,,3,
1304,any,,2,1
1304,birth,7,7,14
1304,death,6,3,14
1304,marriage,,7,6
1305,any,,18,4
1305,birth,97,27,11
1305,death,111,30,8
1305,marriage,,6,6
1306,any,,15,5
1306,birth,16,4,4
1306,death,12,,6
1306,marriage,,2,
1307,any,,22,20
1307,birth,40,4,39
1307,death,40,3,40
1307,marriage,,3,9
1308,any,,7,
1308,birth,23,10,10
1308,death,23,7,6
1308,marriage,,3,10
1309,any,,1,2
1309,birth,28,5,14
1309,death,28,4,14
1309,marriage,,,6
1310,any,,2,23
1310,birth,34,2,13
1310,death,26,2,4
1310,marriage,,,14
1311,any,,4,
1311,birth,8,3,6
1311,death,4,,6
1311,marriage,,,6
1312,any,,5,
1312,birth,36,2,13
1312,death,26,2,4
1313,birth,14,1,8
1313,death,10,,8
1313,marriage,,,6
1314,any,,4,
1314,birth,21,9,2
1314,death,18,7,
1314,marriage,,3,2
1315,any,,5,9
1315,birth,11,,1
1315,death,8,3,
1315,marriage,,4,8
1316,any,,,1
1316,birth,29,,
1316,death,24,,
1317,birth,13,3,5
1317,death,12,3,3
1317,marriage,,3,5
1318,any,,8,1
1318,birth,17,16,11
1318,death,12,13,10
1318,marriage,,15,6
1319,any,,2,
1319,birth,15,3,3
1319,death,14,3,
1319,marriage,,3,
1320,any,,22,17
1320,birth,36,1,5
1320,death,23,2,3
1320,marriage,,,3
1321,any,,1,
1321,birth,14,2,7
1321,death,15,,3
1321,marriage,,,5
1322,any,,2,
1322,birth,2,3,26
1322,death,1,3,14
1322,marriage,,3,12
1323,birth,11,9,4
1323,death,8,6,3
1323,marriage,,2,3
1324,any,,6,
1324,birth,31,1,2
1324,death,31,,5
1325,any,,16,3
1325,birth,31,3,4
1325,death,25,8,3
1325,marriage,,,1
1326,any,,5,
1326,birth,22,4,7
1326,death,18,2,6
1326,marriage,,,6
1327,any,,2,
1327,birth,22,15,34
1327,death,20,13,30
1327,marriage,,5,14
1328,any,,3,1
1328,birth,8,5,
1328,death,7,4,
1329,any,,30,24
1329,birth,146,26,11
1329,death,160,21,12
1329,marriage,,7,
1330,any,,35,18
1330,birth,40,15,29
1330,death,30,2,28
1330,marriage,,2,9
1330,residence,,6,
1331,any,,7,2
1331,birth,10,6,9
1331,death,10,,7
1331,marriage,,,7
1331,residence,,6,
1332,any,,12,44
1332,birth,6,3,50
1332,death,6,6,47
1332,marriage,,6,4
1333,any,,1,22
1333,birth,5,7,28
1333,death,5,3,15
1333,marriage,,3,3
1334,any,,8,
1334,birth,8,6,4
1334,death,4,5,
1334,marriage,,3,2
1335,any,,4,11
1335,birth,10,,4
1335,death,9,,11
1335,marriage,,1,
1336,any,,1,8
1336,birth,13,,3
1336,death,10,,3
1336,marriage,,,3
1336,residence,,,7
1337,any,,6,
1337,birth,17,,7
1337,death,12,3,5
1337,marriage,,3,3
1338,any,,24,7
1338,birth,22,33,17
1338,death,12,16,14
1338,marriage,,20,6
1338,residence,,,4
1339,birth,6,2,6
1339,death,6,,4
1339,marriage,,2,3
1340,any,,29,7
1340,birth,54,5,4
1340,death,34,,2
1340,marriage,,1,
1341,any,,1,2
1341,birth,4,3,3
1341,death,1,3,2
1341,marriage,,3,
1342,any,,2,3
1342,birth,14,1,34
1342,death,11,2,25
1342,marriage,,,24
1343,any,,7,2
1343,birth,11,9,5
1343,death,10,9,2
1343,marriage,,9,2
1344,any,,8,
1344,birth,11,2,3
1344,death,8,8,2
1344,marriage,,6,1
1345,any,,15,1
1345,birth,50,16,6
1345,death,38,3,6
1345,marriage,,3,6
1346,any,,6,4
1346,birth,4,1,8
1346,death,4,,6
1346,marriage,,,6
1347,any,,3,2
1347,birth,15,9,15
1347,death,14,7,14
1347,marriage,,2,12
1348,any,,2,3
1348,birth,23,14,2
1348,death,21,12,4
1348,marriage,,6,
1349,any,,1,2
1349,birth,3,1,3
1349,death,2,,3
1349,marriage,,,3
1350,any,,46,32
1350,birth,65,20,13
1350,death,44,11,
1350,marriage,,3,1
1351,any,,22,
1351,birth,7,20,12
1351,death,2,,9
1351,marriage,,,2
1352,any,,,8
1352,birth,17,7,43
1352,death,16,3,33
1352,marriage,,6,20
1353,any,,2,
1353,birth,11,16,
1353,death,6,17,
1353,marriage,,9,
1354,any,,,2
1354,birth,15,3,5
1354,death,13,3,4
1354,marriage,,3,
1355,any,,29,1
1355,birth,23,14,5
1355,death,18,27,2
1355,marriage,,13,
1356,birth,9,12,12
1356,death,10,7,6
1356,marriage,,7,10
1357,any,,,2
1357,birth,4,3,21
1357,death,2,3,19
1357,marriage,,3,9
1358,any,,3,4
1358,birth,12,3,7
1358,death,4,2,3
1358,marriage,,2,3
1359,any,,9,
1359,birth,16,16,7
1359,death,10,15,2
1359,marriage,,11,2
1360,any,,50,34
1360,birth,34,23,28
1360,death,24,6,7
1360,marriage,,3,13
1361,any,,1,10
1361,birth,7,3,13
1361,death,6,,12
1361,marriage,,,6
1362,any,,5,1
1362,birth,17,8,35
1362,death,14,7,26
1362,marriage,,3,21
1363,any,,8,8
1363,birth,5,6,19
1363,death,,6,17
1363,marriage,,2,11
1364,any,,4,
1364,birth,19,7,5
1364,death,14,6,3
1364,marriage,,,3
1365,any,,12,31
1365,birth,19,5,11
1365,death,10,,24
1365,marriage,,2,8
1366,any,,8,
1366,birth,7,6,5
1366,death,6,2,3
1366,marriage,,,3
1367,any,,6,2
1367,birth,15,,10
1367,death,10,6,8
1367,marriage,,1,
1368,any,,3,2
1368,birth,22,26,12
1368,death,16,22,8
1368,marriage,,20,
1368,residence,,,2
1369,any,,1,1
1369,birth,14,9,
1369,death,14,5,
1369,marriage,,5,
1370,any,,17,25
1370,birth,43,12,18
1370,death,31,5,11
1370,marriage,,3,3
1371,any,,2,
1371,birth,5,1,18
1371,death,,,16
1371,marriage,,,13
1372,any,,9,
1372,birth,13,21,40
1372,death,8,16,31
1372,marriage,,12,25
1373,any,,3,
1373,birth,12,18,13
1373,death,8,13,11
1373,marriage,,5,12
1374,any,,6,1
1374,birth,12,8,3
1374,death,10,11,3
1374,marriage,,9,3
1375,any,,16,5
1375,birth,33,7,13
1375,death,21,5,5
1375,marriage,,3,2
1376,any,,3,1
1376,birth,14,7,38
1376,death,11,8,34
1376,marriage,,,26
1377,any,,2,7
1377,birth,38,3,30
1377,death,34,5,15
1377,marriage,,3,11
1378,any,,21,2
1378,birth,14,33,11
1378,death,9,27,11
1378,marriage,,23,9
1379,any,,2,5
1379,birth,13,25,5
1379,death,12,21,5
1379,marriage,,24,3
1380,any,,38,18
1380,birth,63,20,15
1380,death,39,19,17
1380,marriage,,13,3
1381,any,,,1
1381,birth,1,6,4
1381,death,1,6,4
1381,marriage,,3,3
1382,any,,3,10
1382,birth,21,5,40
1382,death,20,2,33
1382,marriage,,,26
1383,any,,3,5
1383,birth,4,7,33
1383,death,7,6,24
1383,marriage,,8,31
1384,any,,8,
1384,birth,16,16,5
1384,death,14,14,5
1384,marriage,,14,3
1385,any,,11,10
1385,birth,25,19,12
1385,death,16,18,5
1385,marriage,,20,13
1386,any,,2,7
1386,birth,15,6,2
1386,death,13,6,2
1386,marriage,,6,
1387,any,,5,
1387,birth,3,15,13
1387,death,2,12,7
1387,marriage,,12,5
1388,any,,,11
1388,birth,9,3,18
1388,death,11,4,20
1388,marriage,,,14
1389,any,,1,
1389,birth,19,,17
1389,death,8,,15
1389,marriage,,,17
1390,any,,37,6
1390,birth,70,28,17
1390,death,54,23,11
1390,marriage,,24,8
1391,any,,2,8
1391,birth,29,2,20
1391,death,24,,19
1391,marriage,,1,15
1392,any,,4,1
1392,birth,4,4,23
1392,death,2,3,13
1392,marriage,,3,13
1393,any,,5,3
1393,birth,17,3,2
1393,death,16,3,
1393,marriage,,2,2
1394,any,,11,
1394,birth,34,16,19
1394,death,28,11,17
1394,marriage,,15,15
1395,any,,9,11
1395,birth,25,5,8
1395,death,10,4,7
1395,marriage,,,5
1396,any,,1,
1396,birth,17,12,5
1396,death,14,12,3
1396,marriage,,9,3
1397,any,,,4
1397,birth,21,19,9
1397,death,13,18,8
1397,marriage,,12,6
1398,any,,10,9
1398,birth,26,42,20
1398,death,24,14,13
1398,marriage,,14,15
1399,any,,1,4
1399,birth,14,7,17
1399,death,11,6,10
1399,marriage,,6,8
1400,any,,2375,224
1400,birth,978,238,78
1400,death,274,53,19
1400,marriage,6,70,18
1400,other,8,,
1400,residence,,19,3
1401,any,,15,
1401,birth,7,10,29
1401,death,1,6,23
1401,marriage,,,19
1402,any,,17,22
1402,birth,25,3,82
1402,death,22,3,30
1402,marriage,,3,22
1403,any,,6,3
1403,birth,19,15,15
1403,death,17,16,11
1403,marriage,,7,6
1404,any,,8,2
1404,birth,15,18,20
1404,death,14,12,19
1404,marriage,,6,9
1405,any,,68,6
1405,birth,26,41,21
1405,death,17,34,18
1405,marriage,,8,
1406,any,,7,5
1406,birth,19,5,21
1406,death,17,5,15
1406,marriage,,5,12
1407,any,,1,
1407,birth,11,6,27
1407,death,8,,22
1407,marriage,,4,14
1408,birth,28,30,28
1408,death,20,28,16
1408,marriage,,26,10
1409,any,,4,6
1409,birth,10,4,57
1409,death,7,5,41
1409,marriage,,3,47
1410,any,,22,31
1410,birth,63,34,34
1410,death,49,27,24
1410,marriage,,20,14
1411,any,,4,1
1411,birth,13,4,16
1411,death,8,7,8
1411,marriage,,3,15
1412,any,,14,3
1412,birth,56,10,45
1412,death,44,12,38
1412,marriage,,11,33
1413,any,,9,3
1413,birth,14,22,10
1413,death,15,24,5
1413,marriage,,6,5
1414,any,,10,51
1414,birth,2,7,69
1414,death,1,4,68
1414,marriage,,,20
1415,any,,39,46
1415,birth,37,20,43
1415,death,22,20,52
1415,marriage,,,5
1416,any,,8,1
1416,birth,8,6,18
1416,death,7,4,18
1416,marriage,,2,9
1417,any,,1,6
1417,birth,6,4,25
1417,death,5,3,24
1417,marriage,,3,6
1418,any,,23,2
1418,birth,23,27,6
1418,death,22,23,4
1418,marriage,,23,2
1419,any,,1,2
1419,birth,2,28,7
1419,death,3,25,5
1419,marriage,,9,3
1420,any,,38,15
1420,birth,77,15,29
1420,death,60,15,19
1420,marriage,,14,11
1421,any,,,1
1421,birth,18,,15
1421,death,16,,13
1421,marriage,,,6
1422,any,,4,1
1422,birth,47,14,61
1422,death,34,9,51
1422,marriage,,10,35
1423,any,,6,2
1423,birth,64,22,18
1423,death,56,16,16
1423,marriage,,6,12
1424,any,,1,
1424,birth,18,7,15
1424,death,16,6,13
1424,marriage,,6,9
1425,any,,9,11
1425,birth,61,11,2
1425,death,39,3,
1425,marriage,,3,2
1426,any,,13,3
1426,birth,4,21,20
1426,death,3,17,19
1426,marriage,,3,20
1427,any,,5,
1427,birth,20,4,32
1427,death,15,3,17
1427,marriage,,3,7
1428,any,,22,3
1428,birth,28,45,10
1428,death,24,28,6
1428,marriage,,24,6
1429,any,,3,1
1429,birth,9,2,4
1429,death,10,,3
1429,marriage,,,3
1430,any,,35,18
1430,birth,83,22,16
1430,death,61,9,10
1430,marriage,,1,4
1431,any,,3,1
1431,birth,60,4,12
1431,death,55,3,10
1431,marriage,,2,8
1432,any,,8,4
1432,birth,28,28,58
1432,death,25,26,41
1432,marriage,,29,29
1433,any,,3,2
1433,birth,25,13,5
1433,death,18,7,5
1433,marriage,,7,3
1434,any,,,6
1434,birth,33,7,
1434,death,21,5,1
