year1,yearType,"values(singleYears)","values(startYears)","values(endYears)"
2432,death,6,,
2437,birth,4,,
2437,death,4,,
2440,birth,2,2,
2440,death,2,,
2441,birth,2,,
2441,death,2,,
2443,birth,2,,
2443,death,2,,
2444,birth,2,,
2444,death,2,,
2445,birth,6,,
2445,death,6,,
2448,birth,13,,
2448,death,12,,
2449,birth,2,,
2449,death,2,,
2450,birth,2,,
2450,death,2,,
2462,birth,,2,
2463,birth,2,,
2463,death,2,,
2465,birth,,1,
2470,birth,2,,
2470,death,2,,
2473,birth,6,2,
2473,death,6,,
2475,birth,,4,
2480,birth,,1,
2481,birth,2,,
2481,death,2,,
2482,birth,2,,
2482,death,2,,
2483,birth,2,,
2483,death,2,,
2484,birth,2,,
2484,death,2,,
2486,birth,,1,
2487,birth,2,,
2487,death,2,,
2489,birth,,2,
2490,birth,2,,
2490,death,2,,
2491,birth,,1,
2492,birth,2,,
2492,death,2,,
2494,birth,1,,
2495,birth,,3,
2498,birth,,2,
2500,birth,49,2,
2500,death,44,,
2501,birth,3,1,
2501,death,2,,
2502,birth,4,,
2502,death,2,,
2503,birth,6,,
2503,death,6,,
2504,birth,7,1,
2504,death,6,,
2505,birth,4,,
2505,death,5,,
2506,birth,4,1,
2506,death,2,,
2507,birth,1,,1
2508,birth,8,,
2508,death,6,,
2509,birth,1,2,1
2510,birth,,1,3
2511,birth,12,1,
2511,death,12,,
2512,birth,7,,
2512,death,4,,
2514,birth,,1,1
2515,birth,2,,
2516,birth,2,,
2516,death,2,,
2517,birth,1,,
2518,birth,2,1,
2519,birth,4,,
2519,death,4,,
2521,birth,,1,
2522,birth,6,,
2522,death,6,,
2524,birth,,2,
2525,birth,2,2,
2525,death,4,,
2527,birth,,5,
2528,birth,4,,
2528,death,4,,
2529,birth,,1,
2533,birth,3,,
2533,death,2,,
2536,birth,2,1,
2536,death,2,,
2537,birth,2,3,
2537,death,2,,
2539,birth,12,,
2539,death,12,,
2540,birth,5,,
2540,death,2,,
2541,birth,,2,
2543,birth,,2,
2544,birth,2,3,
2544,death,3,,
2545,birth,5,1,
2545,death,4,,
2546,birth,,1,
2547,birth,1,,
2548,birth,1,1,
2549,birth,,1,
2550,birth,6,3,
2550,death,2,,
2551,birth,2,3,
2551,death,2,,
2552,birth,,5,
2553,birth,,3,
2553,marriage,,2,
2554,birth,,9,
2555,birth,10,,
2555,death,10,,
2556,death,1,,
2557,birth,,,2
2557,marriage,,,2
2558,birth,2,,
2558,death,2,,
2561,birth,4,,
2561,death,4,,
2562,death,3,,
2563,birth,2,,
2563,death,2,,
2577,birth,1,,
2578,birth,2,,
2580,birth,6,,
2580,death,6,,
2581,birth,2,,
2581,death,2,,
2583,death,1,,
2586,birth,4,,
2586,death,2,,
2600,birth,6,,
2600,death,4,,
2601,birth,2,,
2601,death,2,,
2602,birth,6,1,
2602,death,6,,
2603,birth,2,,
2604,birth,3,,
2605,birth,2,2,
2605,death,2,,
2606,birth,4,,
2606,death,4,,
2607,birth,5,,
2607,death,2,,
2608,birth,1,1,
2609,birth,4,,1
2609,death,4,,
2610,birth,2,,1
2610,death,2,,1
2611,birth,,2,
2612,death,1,,
2614,birth,,,1
2615,birth,,,2
2618,birth,2,,
2618,death,2,,
2622,birth,2,,
2622,death,2,,
2623,birth,2,,
2623,death,2,,
2630,birth,,1,
2635,birth,2,,
2635,death,2,,
2640,birth,1,,
2642,birth,4,,
2642,death,4,,
2646,birth,2,,
2660,birth,10,,
2660,death,10,,
2662,birth,2,,
2662,death,2,,
2663,birth,2,,
2663,death,2,,
2666,birth,2,,
2666,death,2,,
2669,birth,1,,
2675,birth,1,,
2679,birth,2,,
2679,death,2,,
2683,birth,1,,
2686,birth,2,,
2696,birth,2,,
2696,death,2,,
2700,birth,12,1,
2700,death,10,,
2702,birth,2,,
2702,death,2,,
2703,birth,1,,
2704,birth,4,,1
2706,birth,5,,
2706,death,4,,
2707,birth,1,3,
2708,birth,5,,
2708,death,4,,
2709,birth,2,,
2709,death,2,,
2710,birth,5,2,
2710,death,4,,
2711,birth,6,,3
2711,death,4,,
2714,birth,,,2
2719,birth,2,,
2719,death,2,,
2745,birth,4,,
2745,death,4,,
2748,birth,1,,
2750,death,1,,
2753,birth,4,,
2753,death,4,,
2758,birth,1,,
2759,birth,2,,
2759,death,2,,
2780,birth,2,,
2780,death,2,,
2783,birth,1,,
2789,birth,2,,
2789,death,2,,
2790,birth,1,,
2799,birth,4,,
2799,death,4,,
2800,birth,2,,
2800,death,2,,
2801,birth,2,,
2801,death,2,,
2802,birth,4,1,
2802,death,4,,
2803,birth,4,,
2803,death,4,,
2804,birth,6,,
2804,death,2,,
2805,birth,24,,
2805,death,24,,
2806,birth,8,,2
2806,death,6,,
2807,birth,4,,
2807,death,2,,
2808,birth,11,,
2808,death,10,,
2809,birth,5,,1
2809,death,2,,
2810,birth,1,2,
2811,birth,2,,
2811,death,2,,
2812,birth,9,,
2812,death,7,,
2813,birth,1,1,2
2813,death,1,,
2814,birth,16,,
2814,death,16,,
2815,birth,10,1,
2815,death,10,,
2816,birth,2,,
2816,death,2,,
2818,birth,2,,
2818,death,2,,
2819,birth,6,,
2819,death,7,,
2820,birth,8,,
2820,death,11,,
2821,birth,6,,
2821,death,6,,
2822,birth,4,,
2822,death,4,,
2823,birth,10,,
2823,death,10,,
2834,birth,1,,
2838,birth,4,,
2838,death,4,,
2842,birth,2,,
2847,birth,,1,
2850,birth,4,,
2850,death,4,,
2851,birth,3,,
2855,birth,4,,
2855,death,4,,
2856,birth,2,,
2856,death,2,,
2857,birth,11,,
2857,death,10,,
2858,death,1,,
2864,birth,4,,
2864,death,2,,
2870,birth,,1,
2872,birth,1,,
2874,birth,,1,
2877,birth,2,,
2877,death,2,,
2879,birth,4,,
2880,birth,2,,
2880,death,2,,
2881,birth,1,,
2883,birth,2,3,
2883,death,2,,
2884,birth,1,,
2886,birth,4,,
2886,death,2,,
2888,birth,4,,
2888,death,4,,
2889,birth,2,,
2889,death,2,,
2890,birth,2,,
2890,death,2,,
2891,birth,,1,
2895,birth,2,,
2895,death,2,,
2900,birth,12,,
2900,death,12,,
2901,birth,3,,
2901,death,2,,
2902,birth,1,,
2903,death,2,,
2905,birth,1,3,
2906,birth,6,,
2906,death,2,,
2907,birth,10,1,
2907,death,8,,
2908,birth,4,,
2908,death,2,,
2909,birth,1,,
2910,birth,7,,
2910,death,2,,
2911,birth,2,,
2911,death,2,,
2912,birth,5,,
2912,death,4,,
2913,birth,4,,
2913,death,4,,
2914,birth,2,1,
2914,death,2,,
2915,birth,4,,
2915,death,4,,
2916,birth,2,,
2916,death,3,,
2918,birth,2,,
2918,death,4,,
2919,birth,8,2,
2919,death,8,,
2919,marriage,,2,
2920,birth,8,,
2920,death,9,,
2923,birth,,,2
2923,marriage,,,2
2925,birth,2,,
2925,death,2,,
2929,birth,2,2,
2930,birth,2,,
2930,death,2,,
2932,birth,2,,
2932,death,2,,
2937,birth,12,,
2937,death,12,,
2940,birth,1,,
2943,birth,2,,
2943,death,2,,
2944,birth,2,,
2944,death,2,,
2947,birth,1,,
2948,birth,6,2,
2948,death,4,,
2949,birth,1,,
2950,birth,2,,1
2950,death,2,,
2952,birth,,1,
2953,birth,2,,
2954,birth,,1,
2956,birth,2,,
2956,death,2,,
2958,birth,3,1,
2961,birth,2,,
2961,death,2,,
2962,birth,2,2,
2962,death,3,,
2964,birth,,3,
2964,death,,3,
2964,marriage,,3,
2967,birth,,2,
2967,death,,2,
2968,birth,1,,3
2968,death,,,3
2968,marriage,,,3
2969,birth,2,,
2969,death,2,,
2970,birth,3,,
2970,death,2,,
2971,birth,,,2
2971,death,,,2
2972,birth,,,1
2974,birth,1,,
2975,birth,2,,
2975,death,2,,
2979,birth,4,,
2979,death,4,,
2980,birth,4,,
2980,death,4,,
2982,birth,2,,
2983,birth,3,,
2984,birth,2,,
2985,birth,3,,
2985,death,2,,
2986,birth,2,,
2986,death,2,,
2987,birth,2,,
2987,death,2,,
2988,birth,2,,
2988,death,2,,
2989,birth,1,,1
2990,birth,2,,
2990,death,2,,
2991,birth,2,,
2991,death,2,,
2993,birth,2,,
2993,death,2,,
2995,birth,2,,
2995,death,2,,
2999,birth,22,,
2999,death,22,,
3000,birth,169,1,
3000,death,167,,
3001,birth,13,,
3001,death,13,,
3003,birth,4,,
3003,death,4,,
3006,birth,6,1,
3006,death,6,,
3007,birth,2,,
3007,death,2,,
3008,birth,8,1,
3008,death,8,,
3010,birth,5,,
3010,death,4,,
3011,birth,7,,
3011,death,6,,
3012,birth,4,,
3012,death,4,,
3013,birth,4,,
3013,death,4,,
3014,birth,3,,
3014,death,2,,
3015,birth,2,,
3015,death,2,,
3016,birth,8,,
3016,death,8,,
3017,birth,,1,
3020,birth,6,,
3020,death,6,,
3021,birth,,,1
3022,birth,4,,
3022,death,4,,
3023,birth,28,,
3023,death,28,,
3026,birth,6,,
3026,death,6,,
3030,birth,12,,
3030,death,12,,
3033,birth,3,,
3033,death,2,,
3037,birth,4,,
3037,death,4,,
3039,birth,2,,
3039,death,2,,
3045,birth,4,,
3045,death,4,,
3050,birth,4,,
3050,death,4,,
3051,birth,4,,
3051,death,4,,
3052,birth,2,,
3052,death,2,,
3053,birth,2,,
3053,death,2,,
3054,birth,2,,
3054,death,2,,
3055,birth,3,,
3055,death,2,,
3056,birth,2,,
3056,death,2,,
3060,birth,4,,
3060,death,4,,
3066,birth,2,,
3066,death,2,,
3070,birth,6,,
3070,death,7,,
3074,birth,10,,
3074,death,10,,
3076,birth,,,2
3076,death,,,2
3079,birth,1,,
3085,birth,2,,
3085,death,2,,
3088,birth,4,,
3088,death,4,,
3092,birth,2,,
3092,death,2,,
3093,birth,2,,
3093,death,2,,
3097,birth,2,,
3098,birth,2,,
3098,death,2,,
3099,birth,2,,
3099,death,2,,
3100,birth,2,,
3100,death,2,,
3101,birth,2,,
3101,death,2,,
3103,birth,3,,
3103,death,2,,
3104,birth,1,,
3105,birth,2,,
3106,birth,2,,
3106,death,2,,
3107,birth,5,1,
3107,death,2,,
3108,birth,3,,
3108,death,2,,
3110,birth,2,1,
3111,birth,,,1
3112,birth,2,,
3112,death,2,,
3116,birth,2,,
3116,death,2,,
3125,birth,4,,
3125,death,4,,
3131,birth,4,,
3131,death,4,,
3151,birth,2,,
3151,death,2,,
3155,birth,4,,
3155,death,4,,
3162,birth,2,,
3162,death,2,,
3168,birth,2,,
3168,death,2,,
3175,birth,1,,
3183,birth,,,1
3194,birth,6,,
3194,death,4,,
3198,birth,,,1
3199,birth,6,,
3199,death,2,,
3200,birth,3,,
3200,death,2,,
3201,birth,2,,
3201,death,2,,
3205,birth,2,,
3205,death,2,,
3209,birth,3,,
3210,birth,1,,
3215,birth,2,,
3215,death,2,,
3219,birth,1,,
3223,birth,2,,
3223,death,2,,
3230,birth,2,,
3230,death,2,,
3263,birth,2,,
3263,death,2,,
3264,birth,4,,
3264,death,4,,
3265,birth,1,,
3267,birth,2,,
3267,death,2,,
3275,birth,3,,
3275,death,2,,
3281,birth,1,,
3317,birth,1,,
3320,death,1,,
3329,birth,1,,
3333,birth,6,,
3333,death,6,,
3336,birth,2,,
3336,death,2,,
3375,birth,1,,
3380,birth,,,1
3388,birth,1,,
3409,birth,1,,
3428,birth,2,,
3428,death,2,,
3433,birth,2,,
3433,death,2,,
3434,birth,3,,
3434,death,2,,
3456,birth,13,,
3456,death,12,,
3499,birth,12,,
3499,death,12,,
3500,birth,20,,
3500,death,20,,
3508,birth,2,,
3508,death,2,,
3510,birth,1,,
3511,birth,2,,
3514,birth,2,,
3518,birth,2,,
3518,death,2,,
3529,birth,2,,
3529,death,2,,
3564,birth,4,,
3564,death,4,,
3569,birth,6,,
3569,death,6,,
3573,birth,2,,
3573,death,2,,
3588,birth,3,,
3588,death,2,,
3589,birth,2,,
3589,death,2,,
3607,birth,2,,
3609,birth,2,,
3609,death,2,,
3626,birth,2,,
3626,death,2,,
3655,birth,2,,
3655,death,2,,
3666,birth,1,,
3695,birth,3,1,
3695,death,2,,
3698,birth,2,,
3698,death,2,,
3699,birth,2,,
3699,death,2,,
3700,birth,2,,
3728,birth,2,,
3728,death,2,,
3787,birth,2,,
3787,death,2,,
3791,birth,1,,
3800,birth,1,,
3812,birth,1,,
3821,birth,4,,
3821,death,4,,
3827,death,1,,
3828,birth,2,,
3828,death,2,,
3854,birth,2,,
3854,death,2,,
3855,birth,,1,
3856,birth,2,,
3856,death,2,,
3858,birth,2,,
3858,death,2,,
3882,birth,2,,
3882,death,2,,
3883,birth,2,,
3883,death,2,,
3889,birth,2,,
3889,death,2,,
3896,birth,2,,
3897,birth,2,,
3897,death,2,,
3910,birth,2,,
3910,death,2,,
3917,birth,1,,
3926,birth,2,,
3926,death,2,,
3931,birth,2,,
3931,death,2,,
3936,birth,2,,
3936,death,2,,
3939,birth,2,,
3939,death,2,,
3940,birth,1,,
3942,birth,,,1
3951,birth,1,,
3965,birth,2,,
3965,death,2,,
3979,birth,1,,
3980,birth,2,,
3980,death,2,,
3994,death,1,,
3999,birth,2,,
3999,death,2,,
4000,birth,42,,
4000,death,24,,
4002,birth,,1,
4004,birth,21,,
4004,death,10,,
4006,birth,1,,3
4006,death,,,2
4020,birth,,1,
4023,birth,2,,
4023,death,2,,
4024,birth,,,1
4026,death,1,,
4040,birth,4,,
4040,death,4,,
4047,birth,4,,
4047,death,4,,
4058,birth,4,,
4058,death,4,,
4070,death,1,,
4085,birth,2,,
4085,death,2,,
4111,birth,2,,
4111,death,2,,
4121,birth,2,,
4121,death,2,,
4142,death,1,,
4149,birth,1,,
4152,birth,2,,
4152,death,2,,
4164,birth,2,,
4169,birth,2,,
4169,death,2,,
4185,birth,6,,
4185,death,6,,
4191,birth,1,,
4193,birth,2,,
4203,birth,2,,
4203,death,2,,
4219,death,1,,
4239,birth,2,,
4239,death,2,,
4242,birth,2,,
4242,death,2,,
4244,birth,2,,
4254,birth,2,,
4262,birth,2,,
4262,death,2,,
4265,birth,2,,
4265,death,2,,
4268,birth,2,,
4268,death,2,,
4285,birth,4,,
4285,death,4,,
4315,birth,2,,
4315,death,2,,
4322,birth,2,,
4322,death,2,,
4348,birth,2,,
4348,death,2,,
4354,birth,2,,
4354,death,2,,
4355,birth,1,,
4363,birth,4,,
4363,death,4,,
4425,birth,4,,
4425,death,4,,
4442,birth,1,,
4444,birth,12,,
4444,death,12,,
4445,birth,2,,
4445,death,2,,
4446,birth,2,,
4446,death,2,,
4448,birth,2,,
4448,death,2,,
4463,birth,2,,
4463,death,2,,
4464,birth,2,,
4464,death,2,,
4477,birth,10,,
4477,death,10,,
4488,birth,2,,
4488,death,2,,
4496,birth,1,,
4501,birth,2,,
4501,death,2,,
4543,birth,2,,
4543,death,2,,
4545,birth,2,,
4545,death,2,,
4554,birth,1,,
4555,birth,2,,
4555,death,2,,
4556,birth,2,,
4556,death,2,,
4567,birth,2,,
4567,death,2,,
4588,birth,2,,
4588,death,2,,
4596,birth,2,,
4596,death,2,,
4598,birth,2,,
4598,death,2,,
4599,birth,2,,
4599,death,2,,
4609,birth,2,,
4609,death,2,,
4612,birth,1,,
4646,birth,12,,
4646,death,12,,
4648,death,1,,
4649,birth,8,,
4649,death,8,,
4655,birth,2,,
4655,death,2,,
4664,birth,8,,
4664,death,8,,
4665,birth,2,,
4665,death,2,,
4668,birth,2,,
4668,death,2,,
4676,birth,2,,
4676,death,2,,
4686,death,1,,
4687,birth,4,,
4687,death,4,,
4694,birth,1,,
4706,birth,2,,
4706,death,2,,
4725,birth,1,,
4738,birth,2,,
4738,death,2,,
4748,birth,2,,
4748,death,2,,
4770,birth,2,,
4770,death,2,,
4780,birth,2,,
4780,death,2,,
4782,birth,2,,
4782,death,2,,
4805,birth,2,,
4805,death,2,,
4846,birth,2,,
4846,death,2,,
4848,birth,4,,
4848,death,4,,
4856,birth,1,,
4857,birth,2,,
4857,death,2,,
4860,birth,,1,
4861,birth,2,,
4861,death,2,,
4868,birth,2,,
4868,death,2,,
4882,birth,2,,
4882,death,2,,
4894,birth,2,,
4894,death,2,,
4904,birth,,2,
4908,birth,1,,
4910,birth,2,,
4910,death,2,,
4912,birth,4,,
4912,death,4,,
4913,birth,4,,
4913,death,4,,
4919,birth,2,,
4919,death,2,,
4925,birth,2,,
4925,death,2,,
4928,birth,2,,
4929,birth,4,,
4929,death,4,,
4930,birth,2,,
4930,death,2,,
4932,birth,1,,
4936,birth,2,,
4938,birth,2,,
4938,death,2,,
4940,birth,2,,
4940,death,2,,
4943,birth,1,,
4944,birth,2,,
4944,death,2,,
4946,birth,12,,
4946,death,12,,
4949,birth,8,1,
4949,death,9,,
4955,birth,1,,
4956,birth,1,,
4957,birth,2,,
4957,death,2,,
4961,birth,1,,
4962,birth,2,,
4964,birth,3,,
4964,death,2,,
4967,birth,,2,
4969,birth,4,,
4971,birth,2,,
4971,death,3,,
4974,birth,1,,
4975,birth,2,,
4975,death,2,,
4979,birth,2,,
4979,death,2,,
4980,birth,2,,
4980,death,2,,
4985,death,1,,
4989,birth,2,,
4989,death,2,,
4993,death,1,,
4995,birth,5,,
4995,death,4,,
4998,birth,4,,
4998,death,4,,
4999,birth,2,,
4999,death,2,,
5000,birth,22,,
5000,death,20,,
5002,birth,2,,
5002,death,2,,
5003,birth,1,,
5004,birth,1,1,
5009,birth,1,,
5010,birth,2,1,
5010,death,2,,
5017,birth,4,,
5017,death,4,,
5018,death,1,,
5021,birth,2,,
5021,death,2,,
5022,birth,2,,
5022,death,2,,
5024,birth,2,,
5024,death,2,,
5030,birth,2,,
5030,death,2,,
5047,birth,2,,
5047,death,2,,
5050,birth,6,,
5050,death,6,,
5055,birth,4,,
5055,death,4,,
5101,birth,4,,
5101,death,4,,
5103,birth,4,,
5103,death,4,,
5112,birth,2,,
5112,death,2,,
5122,birth,2,,
5122,death,2,,
5152,birth,4,,
5152,death,4,,
5159,birth,4,,
5159,death,4,,
5161,birth,2,,
5161,death,2,,
5183,birth,6,,1
5183,death,6,,
5188,birth,2,,
5188,death,2,,
5199,birth,2,,
5199,death,2,,
5200,birth,6,,
5200,death,4,,
5201,birth,6,,
5201,death,6,,
5205,birth,3,,
5205,death,2,,
5211,birth,2,,
5211,death,2,,
5222,birth,2,,
5222,death,2,,
5223,birth,2,,
5223,death,2,,
5231,birth,2,,
5231,death,2,,
5235,birth,4,,
5235,death,4,,
5238,birth,2,,
5238,death,2,,
5240,birth,8,,
5240,death,8,,
5248,birth,2,,
5248,death,2,,
5318,birth,1,,
5320,birth,1,,
5321,birth,2,,
5321,death,2,,
5333,birth,2,,
5333,death,2,,
5343,birth,2,,
5343,death,2,,
5353,death,1,,
5358,birth,2,,
5358,death,2,,
5364,birth,2,,
5364,death,2,,
5369,birth,2,,
5369,death,2,,
5370,birth,1,,
5382,birth,2,,
5382,death,2,,
5401,birth,4,,
5401,death,4,,
5423,birth,1,,
5438,birth,2,,
5438,death,2,,
5445,birth,2,,
5445,death,2,,
5454,birth,5,,
5454,death,4,,
5460,any,,1,
5466,birth,2,,
5466,death,2,,
5468,birth,2,,
5468,death,2,,
5474,birth,4,,
5474,death,4,,
5475,birth,14,,
5475,death,14,,
5487,birth,2,,
5487,death,2,,
5494,birth,2,,
5494,death,2,,
5496,birth,4,,
5496,death,4,,
5500,birth,3,,
5502,death,1,,
5522,death,1,,
5525,birth,2,,
5525,death,2,,
5536,birth,2,,
5536,death,2,,
5542,birth,2,,
5542,death,2,,
5550,birth,2,,
5555,birth,16,,
5555,death,17,,
5556,birth,2,,
5556,death,2,,
5558,birth,4,,
5558,death,4,,
5560,birth,2,,
5560,death,2,,
5565,birth,6,,
5565,death,6,,
5566,birth,6,,
5566,death,6,,
5567,birth,2,,
5567,death,2,,
5577,birth,4,,
5577,death,4,,
5582,birth,2,,
5582,death,2,,
5584,birth,2,,
5584,death,2,,
5586,birth,2,,
5586,death,2,,
5588,birth,4,,
5588,death,4,,
5623,birth,2,,
5623,death,2,,
5648,birth,3,,
5648,death,2,,
5649,birth,2,,
5652,birth,1,,
5655,birth,2,,
5655,death,2,,
5656,birth,4,,
5656,death,4,,
5659,birth,4,,
5659,death,4,,
5665,birth,4,,
5665,death,4,,
5666,birth,2,,
5666,death,2,,
5667,birth,2,,
5667,death,2,,
5678,birth,4,,
5678,death,4,,
5688,birth,1,,
5694,birth,2,,
5694,death,2,,
5699,birth,3,,
5699,death,2,,
5709,birth,,1,
5712,birth,4,,
5712,death,4,,
5718,birth,2,,
5718,death,2,,
5721,birth,2,,
5721,death,2,,
5726,birth,4,,
5726,death,4,,
5736,birth,1,,
5753,birth,2,,
5753,death,2,,
5767,birth,2,,
5767,death,2,,
5796,birth,1,,
5810,any,,2,
5814,birth,2,,
5821,birth,2,,
5821,death,2,,
5822,birth,2,,
5822,death,2,,
5837,birth,2,,
5837,death,2,,
5845,birth,2,,
5845,death,2,,
5852,birth,2,,
5852,death,2,,
5855,death,1,,
5856,birth,2,,
5856,death,2,,
5865,birth,2,,
5865,death,2,,
5880,birth,2,,
5880,death,2,,
5888,death,1,,
5900,birth,7,,
5900,death,6,,
5932,birth,2,,
5932,death,2,,
5946,birth,2,,
5946,death,2,,
5949,death,1,,
5950,birth,3,,
5950,death,2,,
5957,birth,1,,
5961,death,1,,
5966,birth,3,,
5966,death,2,,
5971,birth,1,,
5979,birth,2,,
5979,death,2,,
5982,birth,2,,
5982,death,2,,
5985,birth,2,,
5985,death,2,,
5989,death,1,,
6000,birth,11,,
6000,death,2,,
6001,birth,2,,
6001,death,2,,
6021,birth,1,,
6024,death,1,,
6065,birth,1,,
6070,birth,2,,
6070,death,2,,
6092,birth,4,,
6092,death,4,,
6095,birth,4,,
6095,death,4,,
6099,birth,2,,
6099,death,2,,
6100,birth,2,,
6100,death,2,,
6145,birth,6,,
6145,death,6,,
6161,birth,6,,
6161,death,6,,
6185,birth,1,,
6190,birth,2,,
6190,death,2,,
6194,birth,,,2
6194,death,,,2
6197,birth,,1,
6200,birth,5,,
6200,death,4,,
6207,birth,2,,
6207,death,2,,
6217,death,1,,
6219,birth,1,,
6238,birth,,,1
6253,birth,2,,
6253,death,2,,
6258,birth,2,,
6258,death,2,,
6263,birth,2,,
6263,death,2,,
6278,birth,1,,
6300,birth,2,,
6300,death,2,,
6309,birth,1,,
6320,birth,2,,
6320,death,2,,
6355,birth,4,,
6355,death,4,,
6366,birth,2,,
6366,death,2,,
6407,birth,2,,
6407,death,2,,
6431,birth,2,,
6431,death,2,,
6434,birth,2,,
6434,death,2,,
6446,birth,6,,
6446,death,6,,
6454,birth,8,,
6454,death,8,,
6458,birth,2,,
6458,death,2,,
6464,birth,8,,
6464,death,8,,
6465,birth,4,,
6465,death,4,,
6475,birth,2,,
6475,death,2,,
6479,birth,1,,
6483,birth,12,,
6483,death,12,,
6489,birth,2,,
6489,death,2,,
6494,birth,2,,
6494,death,2,,
6506,birth,2,,
6506,death,2,,
6507,birth,2,,
6507,death,2,,
6519,birth,2,,
6519,death,2,,
6534,birth,2,,
6534,death,2,,
6535,birth,2,,
6535,death,2,,
6550,birth,2,,
6550,death,2,,
6555,birth,2,,
6555,death,2,,
6556,birth,2,,
6556,death,2,,
6558,birth,2,,
6558,death,2,,
6564,birth,2,,
6564,death,2,,
6565,birth,7,,
6565,death,6,,
6566,birth,4,,
6566,death,2,,
6567,birth,,2,
6567,marriage,,2,
6571,birth,,,4
6571,marriage,,,4
6587,birth,1,,
6597,birth,2,,
6598,birth,2,,
6598,death,2,,
6623,birth,2,,
6623,death,2,,
6625,birth,2,,
6625,death,2,,
6626,birth,2,,
6626,death,2,,
6636,death,1,,
6646,birth,4,,
6646,death,4,,
6648,birth,2,,
6648,death,2,,
6655,birth,3,,
6655,death,2,,
6660,birth,2,,
6660,death,2,,
6666,birth,16,,
6666,death,16,,
6667,birth,2,,
6667,death,2,,
6677,birth,2,,
6677,death,2,,
6688,birth,2,,
6688,death,2,,
6696,birth,2,,
6696,death,2,,
6698,birth,2,,
6698,death,2,,
6708,birth,2,,
6708,death,2,,
6720,birth,1,,
6767,birth,2,,
6767,death,2,,
6804,birth,2,,
6804,death,2,,
6808,birth,2,,
6808,death,2,,
6810,birth,2,,
6810,death,2,,
6838,birth,2,,
6838,death,2,,
6839,birth,2,,
6839,death,2,,
6840,birth,,1,
6842,birth,8,,
6842,death,8,,
6856,birth,3,,
6856,death,2,,
6858,birth,16,,
6858,death,16,,
6863,birth,2,,
6863,death,2,,
6864,birth,2,,
6864,death,2,,
6866,birth,2,,
6866,death,2,,
6868,birth,2,,
6868,death,2,,
6869,birth,2,,
6869,death,2,,
6884,birth,2,,
6884,death,2,,
6888,birth,8,,
6888,death,8,,
6889,birth,2,,
6889,death,2,,
6940,birth,2,,
6940,death,2,,
6942,birth,1,,
6953,birth,2,,
6953,death,2,,
6960,birth,2,,
6960,death,2,,
6965,birth,2,,
6965,death,2,,
6967,birth,1,,
6969,birth,12,,
6969,death,12,,
7000,birth,2,,
7000,death,2,,
7006,birth,3,,
7011,birth,2,,
7011,death,2,,
7016,birth,,2,
7016,death,,2,
7020,birth,,,2
7020,death,,,2
7047,birth,2,,
7047,death,2,,
7050,birth,1,,
7056,birth,2,,
7056,death,2,,
7059,birth,2,,
7059,death,2,,
7101,birth,1,,
7107,death,2,,
7126,birth,1,,
7129,birth,3,,
7129,death,2,,
7138,birth,2,,
7138,death,2,,
7164,birth,2,,
7164,death,2,,
7179,birth,6,,
7179,death,6,,
7181,birth,8,,
7181,death,8,,
7186,birth,1,,
7190,birth,7,,
7190,death,6,,
7195,birth,1,,
7199,birth,3,,
7199,death,2,,
7201,birth,2,,
7201,death,2,,
7215,birth,4,,
7215,death,4,,
7218,birth,2,,
7218,death,3,,
7222,birth,3,,
7222,death,2,,
7232,birth,3,,
7232,death,2,,
7296,birth,2,,
7296,death,2,,
7310,birth,1,,
7330,birth,1,,
7349,birth,2,,
7349,death,2,,
7414,birth,4,,
7414,death,4,,
7425,birth,1,,
7458,birth,2,,
7458,death,2,,
7467,birth,2,,
7467,death,2,,
7474,birth,2,,
7474,death,2,,
7476,birth,4,,
7476,death,4,,
7503,birth,1,,
7558,birth,2,,
7558,death,2,,
7568,birth,2,,
7568,death,2,,
7620,birth,4,,
7620,death,4,,
7631,birth,2,,
7631,death,2,,
7638,birth,1,,
7642,birth,2,,
7643,birth,2,,
7643,death,2,,
7656,birth,2,,
7656,death,2,,
7658,birth,12,,
7658,death,12,,
7676,birth,2,,
7676,death,2,,
7677,birth,2,,
7677,death,2,,
7681,birth,1,,
7690,birth,2,,
7690,death,2,,
7691,birth,1,,
7721,death,1,,
7736,birth,2,,
7736,death,2,,
7739,birth,4,,
7739,death,4,,
7777,birth,20,,
7777,death,20,,
7800,birth,2,,
7800,death,2,,
7815,birth,2,,
7836,birth,2,,
7836,death,2,,
7849,birth,,1,
7858,birth,1,,
7860,birth,4,,
7860,death,4,,
7873,birth,,1,
7875,birth,4,,
7875,death,4,,
7876,birth,2,,
7876,death,2,,
7879,birth,2,,
7879,death,2,,
7880,birth,1,,
7883,birth,2,,
7883,death,2,,
7890,birth,3,,
7890,death,2,,
7891,birth,2,,
7891,death,2,,
7894,birth,2,,
7894,death,2,,
7896,birth,2,,
7896,death,2,,
7897,birth,4,,
7897,death,4,,
7898,birth,2,,
7898,death,2,,
7899,birth,4,,
7899,death,4,,
7900,birth,2,1,
7900,death,2,,
7903,birth,3,,
7903,death,2,,
7904,birth,2,,
7904,death,2,,
7907,birth,1,,
7908,birth,4,,
7908,death,4,,
7909,birth,1,,
7910,birth,2,,
7915,birth,2,1,
7915,death,2,,
7920,birth,4,,
7920,death,4,,
7922,birth,1,,
7924,birth,2,,
7924,death,2,,
7926,birth,2,,
7926,death,2,,
7927,birth,1,,
