year1,yearType,"values(singleYears)","values(startYears)","values(endYears)"
"*",any,,6337,347143
"*",birth,,2453,78747
"*",death,,2901,50032
"*",marriage,,1002,26816
"*",residence,,694,8991
1,any,,150,
1,birth,,30,4
1,death,,7,3
1,marriage,,12,3
2,any,,9,
2,birth,,5,
2,death,,3,
3,any,,,2
3,death,,,2
4,any,,8,
5,any,,4,
5,birth,,2,
6,any,,3,
6,birth,,2,
6,death,,3,
7,any,,1,
7,birth,,4,
7,death,,,1
8,any,,3,
9,any,,3,
10,any,,20,1
11,any,,1,
12,any,,1,
13,any,,1,
14,any,,,1
15,any,,5,
16,any,,7,
17,any,,8,
17,birth,,2,
17,death,,1,
18,any,,43,2
18,birth,,14,2
18,death,,14,
18,marriage,,6,
18,residence,,3,
19,any,,55,
19,birth,,30,
19,death,,6,
20,any,,10,
20,death,,3,
21,any,,2,
22,any,,4,
23,any,,1,
25,any,,3,
26,any,,3,
27,any,,10,
27,death,,2,
28,any,,6,
29,any,,6,
29,birth,,2,
30,any,,8,
31,any,,2,
32,any,,4,
32,birth,,3,
33,any,,7,4
34,any,,2,1
34,birth,,,1
36,any,,6,
37,any,,2,
38,any,,6,
39,any,,14,
39,birth,,12,
40,any,,20,1
40,birth,,12,
41,any,,1,
42,any,,2,
43,any,,1,
44,any,,11,
46,any,,3,
47,any,,1,
49,any,,,3
50,any,,12,11
50,birth,,2,10
52,any,,2,1
55,any,,2,2
57,any,,1,
60,any,,11,
60,birth,,2,
60,death,,6,
60,marriage,,1,
61,any,,,2
61,death,,,2
64,any,,1,
65,any,,4,4
65,death,,,4
66,any,,1,4
69,any,,1,2
69,birth,,,2
70,any,,8,12
70,birth,,3,2
70,death,,3,
70,residence,,3,
71,any,,5,
74,any,,2,
76,any,,1,2
77,death,,2,
78,any,,3,3
79,any,,,1
80,any,,,3
80,death,,,5
83,any,,1,
89,any,,1,
90,any,,2,4
90,birth,,,4
91,any,,1,
93,any,,3,
95,any,,1,
96,any,,2,
97,any,,1,
100,any,,24,6
100,birth,9,8,2
105,any,,1,
110,any,,1,
111,any,,2,
115,birth,,1,
120,any,,4,1
120,birth,,1,
129,any,,1,
130,any,,4,14
134,any,,2,
140,any,,1,
140,birth,,1,
146,residence,,1,
150,any,,3,
151,any,,1,
157,any,,1,
159,any,,1,
160,any,,3,
161,any,,1,
163,any,,3,
163,death,,2,
167,any,,2,
168,any,,1,
168,birth,,1,
170,any,,4,
173,any,,1,
174,any,,2,
175,any,,6,
176,any,,1,
177,any,,3,
177,birth,,2,
178,any,,2,
178,marriage,,2,
179,any,,1,
180,any,,7,
180,birth,,3,
180,death,,2,
180,residence,,2,
182,any,,2,
183,any,,6,
184,any,,5,
185,any,,8,
185,birth,,18,
185,death,,24,
186,any,,3,
187,any,,4,
187,birth,,2,
188,any,,4,
189,birth,,1,
190,any,,6,
190,birth,,1,
191,any,,1,
192,any,,9,
192,birth,,3,
192,death,,4,
193,any,,5,
194,any,,5,
196,any,,2,
196,birth,,1,
197,any,,6,
197,birth,,2,
198,any,,3,
198,birth,,1,
199,any,,2,
200,any,,27,4
200,birth,2,11,
200,death,,1,
200,residence,,3,
201,any,,3,3
202,any,,1,
204,any,,1,
206,any,,,1
208,any,,1,
209,any,,5,
209,death,,4,
220,any,,1,
220,birth,,1,
224,any,,2,
228,any,,2,
242,any,,6,
242,birth,,6,
245,any,,1,
247,any,,1,
247,birth,,2,
283,any,,1,
299,any,,1,
300,any,,3,
300,birth,2,2,1
304,any,,1,
323,any,,1,
348,any,,,4
348,birth,,,4
350,any,,5,
350,birth,,,1
355,any,,2,
356,any,,3,
380,any,,1,6
390,birth,,4,
399,birth,,,2
400,any,,7,5
400,birth,2,,
401,any,,,1
402,any,,3,
402,birth,,2,
409,any,,1,
410,any,,1,
420,birth,,6,
450,birth,,3,
470,any,,2,
470,birth,,2,
475,birth,,1,
480,birth,,1,
499,birth,,,1
500,any,,55,10
500,birth,1,7,6
502,any,,2,
511,any,,1,
520,birth,,,1
527,any,,2,
530,any,,6,
530,birth,,4,
534,any,,1,
540,birth,,3,
545,any,,1,
547,any,,1,
550,birth,,3,
560,any,,1,
560,birth,,2,
570,birth,,1,
575,birth,,,1
580,birth,,1,1
585,any,,1,
588,birth,,,1
589,birth,,,1
597,any,,3,
600,any,,42,11
600,birth,2,16,5
605,any,,1,
625,birth,,1,
630,birth,,5,3
635,birth,,2,
640,any,,1,
640,birth,,1,
645,any,,1,
650,birth,,7,2
654,any,,5,
660,birth,,1,3
669,any,,1,
675,birth,,3,
680,birth,,2,3
685,any,,3,
688,any,,2,
688,birth,,3,
690,birth,,2,
696,birth,,1,
700,any,,31,21
700,birth,9,25,6
700,death,2,,
700,residence,2,,
704,any,,1,
710,birth,,2,
711,any,,1,
713,birth,,1,
715,any,,1,
720,birth,,8,3
725,birth,,5,
730,any,,2,
730,birth,,7,2
735,any,,2,
735,birth,,1,
737,any,,4,
737,birth,,4,
740,birth,,2,
742,any,,2,
745,birth,,1,
747,any,,4,
748,any,,3,
750,any,,2,
750,birth,,15,1
753,birth,,1,
760,any,,3,
760,birth,,8,
768,any,,1,
770,any,,5,
770,birth,,2,2
775,birth,,6,
776,any,,1,
780,any,,,5
780,birth,,10,4
787,birth,,1,
790,any,,2,
790,birth,,3,
795,birth,,3,
800,any,,22,17
800,birth,6,31,9
805,any,,1,
805,birth,,1,
810,any,,1,
810,birth,,6,
811,any,,1,
811,birth,,1,
814,any,,2,1
815,birth,,2,
817,birth,,,1
820,any,,6,
820,birth,,5,1
825,any,,3,
825,birth,,7,2
830,any,,9,
830,birth,,11,5
840,any,,20,
840,birth,,,3
844,any,,18,14
845,birth,,2,
847,any,,1,
850,any,,7,6
850,birth,,12,8
855,any,,4,
855,birth,,5,
859,any,,23,
860,any,,1,
860,birth,,20,3
860,death,,2,
865,any,,5,
867,any,,2,
870,any,,2,
870,birth,,9,1
872,any,,5,
872,birth,,2,
873,any,,34,20
873,birth,,14,16
874,any,,2,
875,birth,,6,1
876,any,,1,
877,any,,1,
878,any,,2,
879,any,,7,
880,birth,,7,1
885,any,,1,
886,any,,1,
890,any,,18,
890,birth,,12,
892,any,,1,
896,any,,1,
898,any,,8,
900,any,,55,13
900,birth,9,82,9
902,any,,6,
902,birth,,6,
904,any,,1,
905,any,,1,
905,birth,,3,
906,any,,1,
908,any,,1,
909,any,,1,
910,any,,3,8
910,birth,,6,8
912,any,,6,
915,any,,2,
915,birth,,1,
917,birth,,2,
917,death,,2,
919,any,,1,
920,any,,6,
920,birth,,7,3
921,any,,8,
922,any,,9,
924,any,,3,
924,birth,,1,
925,any,,9,
925,birth,,12,1
927,any,,6,
928,any,,11,
930,birth,,17,4
933,any,,4,4
933,birth,,3,
934,any,,2,
935,birth,,4,
936,any,,1,
939,any,,1,
940,any,,67,
940,birth,,9,
941,any,,1,
944,any,,2,
945,any,,33,3
945,birth,,9,
945,death,,2,
950,any,,2,3
950,birth,,19,6
951,any,,3,
952,birth,,2,
952,death,,2,
955,any,,8,
956,any,,5,3
960,any,,3,
960,birth,,11,1
961,any,,2,
962,any,,4,
963,any,,,3
964,any,,1,
965,any,,8,
965,birth,,2,
968,any,,3,
969,any,,2,
970,any,,15,
970,birth,,34,3
972,any,,,7
973,any,,8,
975,any,,8,
975,birth,,14,
980,any,,32,1
980,birth,,14,8
981,any,,2,4
982,any,,30,
983,any,,2,
984,any,,1,
985,any,,4,
985,birth,,1,
987,any,,12,
990,any,,10,
990,birth,,2,
991,any,,2,
992,any,,7,
995,birth,,1,
996,any,,3,
1000,any,,193,49
1000,birth,34,97,44
1000,death,,11,
1000,marriage,1,,
1001,any,,18,
1002,any,,1,
1003,any,,,4
1003,birth,,6,
1003,death,,7,
1004,any,,5,3
1004,birth,,2,
1004,death,,2,
1005,any,,51,
1005,birth,,2,
1005,death,,2,
1005,marriage,,34,
1006,any,,6,
1007,any,,3,
1008,any,,1,
1009,birth,,10,
1009,death,,4,
1010,any,,22,1
1011,any,,,24
1012,any,,3,
1012,birth,,2,
1013,any,,1,
1014,any,,5,
1015,any,,2,
1015,birth,,2,
1016,any,,3,
1016,birth,,4,
1016,death,,4,
1017,any,,4,
1017,birth,,2,
1018,any,,3,
1019,any,,2,
1020,any,,13,2
1020,birth,,4,6
1021,birth,,,4
1021,death,,,4
1022,any,,12,
1023,any,,4,
1023,birth,,3,
1023,marriage,,3,
1024,any,,7,
1025,any,,16,
1025,birth,,7,
1026,any,,5,
1027,any,,4,
1029,any,,70,
1029,birth,,1,
1029,marriage,,34,
1030,any,,48,1
1030,birth,,23,11
1031,any,,8,
1031,birth,,,1
1032,any,,2,
1034,any,,52,
1034,birth,,,2
1035,any,,17,
1035,birth,,8,
1036,any,,19,31
1036,marriage,,2,
1037,any,,5,
1038,any,,3,
1039,any,,1,
1040,any,,18,21
1040,birth,,7,2
1041,marriage,,1,
1042,any,,1,
1042,residence,,1,
1043,any,,4,
1043,birth,,1,
1044,any,,5,
1045,any,,8,
1045,death,,6,
1046,any,,2,
1047,any,,2,
1048,any,,8,
1050,any,,15,1
1050,birth,,44,20
1052,any,,6,4
1052,death,,,4
1053,any,,1,
1054,any,,4,
1054,death,,1,
1055,any,,9,2
1055,birth,,2,
1056,any,,4,
1057,any,,9,
1058,any,,38,
1058,death,,20,
1060,any,,12,
1060,birth,,9,8
1061,any,,1,
1062,any,,6,
1063,any,,,6
1063,birth,,2,
1063,death,,2,2
1065,any,,9,
1065,birth,,8,4
1065,death,,4,4
1066,any,,1,
1067,any,,5,
1069,any,,8,
1070,any,,18,
1070,birth,,21,6
1071,any,,3,
1072,any,,1,
1072,birth,,1,
1073,any,,1,
1073,birth,,3,
1074,any,,3,
1075,any,,6,4
1075,birth,,17,
1076,any,,3,
1078,any,,4,
1079,any,,2,
1079,birth,,4,
1079,death,,4,
1080,any,,20,
1080,birth,,26,5
1080,death,,14,
1080,marriage,,12,
1081,any,,4,
1082,any,,3,
1084,any,,4,2
1084,birth,,3,
1085,any,,11,
1085,birth,,16,14
1085,death,,,14
1085,marriage,,6,
1086,any,,4,
1088,any,,47,
1088,death,,34,
1090,any,,12,
1090,birth,,2,
1092,any,,19,
1092,birth,,16,
1092,death,,14,
1093,any,,3,
1093,birth,,3,
1093,death,,3,
1094,any,,3,2
1095,any,,10,
1095,birth,,13,
1096,any,,10,16
1096,death,,,16
1097,any,,36,2
1097,birth,,,2
1097,death,,14,2
1097,marriage,,8,
1098,any,,6,
1099,any,,4,1
1099,birth,,,3
1100,any,,101,56
1100,birth,8,81,39
1100,death,2,2,
1100,marriage,1,,
1100,other,2,,
1103,any,,2,
1103,birth,,4,
1103,death,,4,
1105,any,,1,
1105,birth,,1,
1108,any,,4,
1108,birth,,1,1
1109,any,,1,
1110,any,,10,2
1110,birth,,5,1
1110,death,,2,
1111,any,,10,
1111,birth,,3,
1112,any,,,1
1113,any,,1,
1113,birth,,3,
1114,any,,1,
1114,birth,,6,
1115,any,,3,
1116,any,,5,5
1117,any,,1,
1118,any,,2,
1119,any,,2,
1120,any,,7,
1120,birth,,24,11
1120,death,,2,
1121,any,,2,
1122,any,,3,
1123,any,,4,
1124,any,,28,
1125,any,,14,2
1125,birth,,14,3
1128,any,,1,1
1129,any,,4,
1130,any,,119,1
1130,birth,,19,20
1130,death,,86,
1131,death,,2,2
1132,birth,,1,1
1133,any,,1,
1135,any,,9,7
1135,birth,,7,7
1135,death,,,6
1136,any,,6,4
1137,any,,,14
1137,death,,,8
1138,any,,45,1
1138,death,,32,
1139,any,,2,
1140,any,,5,1
1140,birth,,21,6
1140,death,,4,4
1141,any,,52,
1141,death,,52,
1142,any,,1,
1143,any,,23,
1143,death,,16,
1144,any,,1,
1144,birth,,3,
1145,any,,3,7
1145,birth,,6,5
1147,any,,1,
1147,birth,,2,
1148,any,,5,
1148,birth,,1,
1149,any,,3,
1150,any,,25,1
1150,birth,,78,16
1150,death,,,2
1151,any,,14,
1152,birth,,,2
1153,any,,1,
1153,birth,,14,14
1153,death,,14,14
1154,any,,1,
1155,any,,5,
1155,birth,,2,
1156,any,,4,
1157,any,,1,
1159,any,,1,
1160,any,,20,3
1160,birth,,13,6
1160,death,,2,
1161,any,,,1
1162,any,,7,
1162,birth,,,2
1162,death,,,2
1163,any,,2,
1164,any,,4,
1165,any,,13,
1165,birth,,3,1
1166,any,,1,
1166,birth,,1,
1170,any,,12,1
1170,birth,,22,9
1170,death,,2,
1171,any,,14,
1172,any,,3,
1173,any,,3,
1175,any,,9,1
1175,birth,,52,9
1176,any,,2,
1177,any,,1,
1178,any,,1,
1180,any,,22,1
1180,birth,,18,13
1180,death,,,6
1181,any,,1,
1182,any,,1,
1183,any,,119,
1183,death,,114,
1185,any,,26,2
1185,birth,,7,
1187,any,,2,4
1188,any,,1,
1189,any,,1,
1190,any,,18,2
1190,birth,,23,9
1191,any,,3,
1192,any,,2,
1192,birth,,2,2
1193,any,,2,3
1194,any,,3,8
1195,any,,3,24
1195,birth,,2,15
1195,death,,2,2
1196,any,,,4
1197,any,,7,
1197,birth,,3,
1198,any,,10,7
1199,any,,,2
1200,any,,291,46
1200,birth,44,141,58
1200,death,2,2,2
1200,marriage,,6,
1200,other,2,,
1201,any,,2,
1201,birth,,2,
1201,death,,2,
1202,any,,17,
1202,birth,,4,
1203,any,,1,
1204,any,,5,1
1205,any,,4,
1205,death,,,2
1206,any,,1,1
1207,any,,5,
1208,any,,1,
1209,any,,1,
1210,any,,28,5
1210,birth,,4,7
1210,death,,2,
1210,marriage,,12,
1211,any,,15,
1212,any,,20,1
1212,birth,,4,4
1212,death,,21,4
1213,any,,3,
1214,any,,19,
1215,any,,7,
1215,birth,,3,2
1215,death,,,2
1216,any,,4,4
1217,birth,,10,
1218,any,,5,
1219,any,,1,2
1220,any,,28,9
1220,birth,,32,17
1220,marriage,,,6
1221,any,,23,
1221,birth,,12,
1221,marriage,,12,
1222,any,,1,1
1222,birth,,2,
1223,any,,5,
1224,birth,,2,2
1224,death,,2,2
1225,any,,6,2
1225,birth,,21,2
1226,any,,3,12
1229,birth,,1,
1230,any,,31,4
1230,birth,,30,17
1230,death,,2,
1231,any,,4,
1231,birth,,8,
1231,death,,6,
1232,any,,3,2
1233,birth,,1,
1234,any,,,3
1235,any,,11,
1235,birth,,3,3
1236,any,,1,
1236,birth,,,6
1236,death,,,6
1237,any,,4,
1238,any,,1,
1239,birth,,4,4
1239,death,,4,4
1240,any,,24,2
1240,birth,,16,3
1241,any,,1,
1243,any,,71,
1245,any,,17,6
1245,birth,,11,9
1246,any,,3,
1247,any,,2,
1248,any,,5,1
1248,death,,4,
1249,any,,1,
1250,any,,39,8
1250,birth,,55,81
1250,death,,16,2
1252,any,,10,
1253,any,,1,2
1254,any,,9,
1255,any,,11,1
1255,birth,,1,3
1256,any,,1,
1258,any,,1,
1260,any,,13,5
1260,birth,,21,3
1261,any,,1,
1262,any,,3,1
1263,any,,1,1
1264,any,,1,
1265,any,,7,1
1265,birth,,29,
1265,death,,22,
1266,any,,2,
1267,any,,8,
1268,any,,1,
1269,any,,2,
1270,any,,12,2
1270,birth,,37,15
1271,any,,1,
1272,any,,20,
1272,birth,,4,4
1272,death,,4,4
1273,any,,1,
1274,any,,55,
1274,birth,,2,
1274,death,,36,
1275,any,,15,1
1275,birth,,26,17
1276,any,,7,
1276,birth,,,2
1277,any,,1,
1278,any,,2,2
1278,birth,,9,
1279,any,,22,
1280,any,,14,24
1280,birth,,29,19
1280,death,,9,
1281,any,,2,
1282,any,,3,1
1283,any,,2,
1283,birth,,1,
1284,any,,2,2
1284,birth,,4,4
1284,death,,4,4
1285,any,,6,
1285,birth,,5,
1286,any,,2,
1287,any,,,1
1288,any,,3,
1288,birth,,1,
1290,any,,12,1
1290,birth,,42,3
1290,death,,,1
1291,any,,2,
1291,birth,,2,
1292,any,,37,
1292,birth,,4,2
1292,death,,2,2
1292,marriage,,2,
1293,birth,,,2
1293,marriage,,,2
1294,any,,7,
1294,birth,,1,
1295,any,,1,5
1295,birth,,156,3
1295,death,,154,
1296,any,,3,
1296,birth,,3,
1297,any,,1,
1297,birth,,20,
1297,death,,22,
1298,any,,11,
1300,any,,332,37
1300,birth,35,129,71
1300,death,,40,
1301,any,,7,
1301,birth,,6,
1301,death,,6,
1302,any,,11,
1303,any,,26,
1304,any,,125,
1304,birth,,1,
1304,death,,114,
1305,any,,6,2
1305,birth,,4,6
1305,death,,,6
1306,any,,2,2
1307,any,,6,
1307,birth,,23,8
1307,death,,16,8
1308,any,,117,
1308,birth,,2,
1309,any,,2,
1310,any,,4,40
1310,birth,,31,174
1310,death,,2,208
1311,any,,2,
1312,any,,3,2
1312,birth,,3,4
1313,any,,1,
1313,birth,,1,2
1313,death,,1,
1314,any,,10,
1314,birth,,,11
1315,any,,9,
1315,birth,,2,4
1315,death,,6,3
1316,any,,2,
1318,any,,3,
1320,any,,72,126
1320,birth,,55,17
1320,death,,6,114
1321,any,,4,
1322,any,,19,
1324,any,,6,
1324,birth,,2,
1325,any,,30,
1325,birth,,20,11
1325,death,,,6
1325,marriage,,2,
1326,birth,,,2
1326,marriage,,,2
1327,any,,4,1
1327,birth,,4,
1327,death,,4,
1328,any,,3,
1328,birth,,1,
1329,any,,145,
1329,death,,38,
1330,any,,21,3
1330,birth,,34,13
1330,death,,,2
1331,any,,5,
1332,any,,16,
1332,birth,,4,10
1332,death,,,4
1333,any,,7,5
1335,any,,15,5
1335,birth,,7,6
1335,death,,1,1
1336,any,,7,
1337,any,,4,1
1337,death,,2,
1338,any,,7,
1338,death,,3,
1340,any,,12,4
1340,birth,,43,16
1341,birth,,1,
1342,any,,1,
1344,any,,1,
1344,birth,,1,
1345,any,,23,
1345,birth,,10,2
1345,death,,6,6
1346,any,,5,
1347,any,,2,
1348,birth,,1,
1349,birth,,6,6
1349,death,,6,6
1350,any,,91,29
1350,birth,,79,48
1350,death,,,22
1354,any,,4,
1355,any,,11,1
1355,birth,,5,1
1355,death,,3,1
1357,any,,2,
1358,any,,,3
1358,birth,,,2
1359,any,,2,
1360,any,,14,
1360,birth,,33,7
1360,death,,5,4
1361,any,,5,2
1362,any,,2,
1362,birth,,3,
1363,any,,7,
1364,any,,7,
1365,any,,9,3
1365,birth,,2,
1366,any,,8,2
1367,any,,121,
1367,death,,137,
1368,any,,6,3
1369,any,,34,
1369,death,,34,
1370,any,,20,12
1370,birth,,52,44
1370,death,,,1
1371,any,,4,
1371,birth,,1,
1372,any,,9,
1372,birth,,1,
1374,any,,1,
1374,birth,,159,6
1374,death,,154,
1375,any,,8,3
1375,birth,,53,10
1375,death,,22,
1376,any,,14,
1377,any,,17,
1377,birth,,2,
1378,any,,4,5
1378,birth,,4,174
1378,death,,,174
1379,any,,1,
1379,birth,,1,
1380,any,,28,12
1380,birth,,27,19
1380,death,,,2
1382,any,,4,
1382,birth,,6,6
1382,death,,6,6
1383,any,,7,
1384,any,,4,
1385,any,,12,
1385,birth,,10,8
1386,any,,1,
1386,birth,,3,
1387,any,,5,5
1387,birth,,1,
1388,any,,18,
1388,marriage,,2,
1390,any,,31,4
1390,birth,,38,11
1390,death,,2,
1391,any,,5,
1392,any,,3,2
1392,birth,,3,2
1392,death,,2,2
1393,any,,2,
1393,birth,,8,
1393,death,,8,
1394,any,,2,
1395,any,,25,
1395,birth,,5,
1396,any,,3,
1397,any,,1,
1397,birth,,2,
1398,any,,1,
1398,birth,,2,
1398,death,,2,
1399,any,,,5
1399,birth,,4,
1399,death,,4,
1400,any,,658,163
1400,birth,80,131,67
1400,death,5,10,
1400,marriage,1,11,8
1400,other,2,,
1401,any,,,9
1401,birth,,,8
1401,death,,,8
1402,any,,3,
1403,any,,,5
1403,birth,,8,2
1403,death,,,2
1404,any,,1,
1405,any,,13,3
1405,birth,,6,11
1405,death,,,10
1405,marriage,,,2
1406,any,,69,
1406,birth,,4,
1406,death,,3,
1407,any,,4,
1407,birth,,2,
1407,death,,2,
1408,any,,3,
1408,birth,,5,
1409,any,,1,
1409,birth,,,4
1409,death,,,4
1410,any,,49,22
1410,birth,,9,24
1410,death,,1,
1411,any,,13,2
1411,birth,,,2
1411,death,,6,4
1412,any,,4,1
1412,birth,,2,
1413,any,,1,
1414,any,,2,
1415,any,,11,2
1415,birth,,18,3
1415,death,,2,
1416,any,,1,
1418,any,,1,3
1419,death,,,1
1420,any,,38,7
1420,birth,,47,28
1420,death,,8,9
1420,marriage,,1,
1421,any,,1,
1421,birth,,4,
1422,any,,3,
1422,death,,2,
1423,any,,6,
1424,any,,3,
1424,birth,,140,
1424,death,,140,
1425,any,,69,5
1425,birth,,64,5
1425,death,,2,1
1425,marriage,,1,
1426,any,,4,
1427,any,,9,
1428,any,,17,
1429,any,,6,
1429,birth,,2,
1430,any,,59,9
1430,birth,,41,5
1430,death,,2,
1431,any,,4,
1431,birth,,1,
1431,death,,1,
1432,any,,7,3
1433,any,,11,
1433,birth,,2,
1434,any,,7,
1434,birth,,1,
1435,any,,8,
1435,birth,,3,
1436,any,,8,1
1436,birth,,2,2
1436,death,,4,2
1437,any,,9,
1438,any,,6,
1439,any,,7,
1439,birth,,6,6
1439,death,,6,6
1440,any,,49,25
1440,birth,,13,3
1440,death,,2,
1441,any,,1,
1442,any,,4,
1442,birth,,8,8
1442,death,,8,8
1443,any,,7,
1445,any,,21,2
1445,birth,,32,4
1445,death,,24,
1446,any,,2,
1446,birth,,2,
1446,death,,2,
1447,any,,6,
1447,death,,2,2
1448,any,,1,
1449,any,,1,
1449,birth,,4,
1449,death,,4,
1450,any,,282,27
1450,birth,,174,45
1450,death,,2,
1450,marriage,,78,2
1451,any,,5,
1451,birth,,1,
1452,any,,4,1
1453,any,,12,
1453,marriage,,6,
1454,any,,1,6
1455,any,,24,39
1455,birth,,11,24
1455,death,,,22
1456,any,,5,
1456,birth,,2,
1456,death,,6,4
1457,any,,2,
1458,birth,,2,
1459,any,,6,1
1459,birth,,,4
1459,death,,,4
1460,any,,58,4
1460,birth,,39,12
1460,death,,10,10
1461,any,,3,
1462,any,,23,11
1462,death,,2,
1463,any,,5,
1463,birth,,,2
1464,any,,,2
1464,birth,,1,
1465,any,,16,
1465,birth,,8,
1465,death,,4,
1466,any,,4,
1467,any,,8,
1468,any,,16,
1468,birth,,1,
1468,death,,6,
1469,any,,5,
1470,any,,79,15
1470,birth,,79,30
1470,death,,42,2
1470,marriage,,10,
1471,any,,2,
1472,any,,10,
1472,birth,,,8
1472,death,,,8
1473,any,,18,1
1474,any,,3,
1474,birth,,7,
1475,any,,47,7
1475,birth,,26,6
1476,any,,4,1
1476,birth,,1,20
1476,death,,,20
1477,any,,8,
1478,any,,14,
1478,birth,,1,6
1478,death,,1,
1479,any,,16,5
1480,any,,92,7
1480,birth,,34,9
1480,death,,9,
1480,marriage,,9,
1481,any,,3,4
1482,any,,11,1
1482,birth,,2,
1483,any,,7,1
1483,birth,,1,1
1484,any,,3,
1484,birth,,4,4
1484,death,,4,4
1485,any,,83,2
1485,birth,,25,16
1485,death,,18,14
1485,marriage,,2,
1486,any,,3,
1487,any,,15,3
1487,death,,4,
1488,any,,69,
1488,birth,,29,
1488,death,,26,
1489,any,,27,
1489,birth,,3,
1490,any,,114,10
1490,birth,,20,15
1490,death,,4,
1491,any,,17,
1491,birth,,4,
1491,death,,3,
1492,any,,14,3
1492,birth,,1,
1493,any,,8,1
1493,birth,,,11
1493,marriage,,,8
1494,any,,8,
1494,birth,,3,
1495,any,,29,5
1495,birth,,3,5
1495,death,,,4
1496,any,,8,1
1497,any,,22,3
1497,birth,,,1
1498,any,,28,2
1498,birth,,4,
1499,any,,11,
1500,any,,2539,331
1500,birth,213,524,45
1500,death,5,125,
1500,marriage,21,175,9
1500,other,2,,
1500,residence,,18,
1501,any,,11,
1501,birth,,140,
1501,death,,141,
1502,any,,11,
1502,birth,,1,
1503,any,,17,
1504,any,,34,2
1504,birth,,,1
1505,any,,68,7
1505,birth,,12,2
1505,marriage,,,2
1506,any,,13,
1506,birth,,66,
1506,death,,74,
1507,any,,10,1
1508,any,,21,
1508,birth,,2,
1508,death,,2,
1508,marriage,,14,
1509,any,,18,5
1510,any,,90,38
1510,birth,,18,100
1510,death,,2,70
1510,marriage,,1,10
1511,any,,9,1
1512,any,,6,1
1512,birth,,4,7
1512,death,,,2
1513,any,,27,1
1513,birth,,4,
1514,any,,20,
1514,birth,,,3
1515,any,,53,3
1515,birth,,5,1
1515,death,,8,
1516,any,,7,2
1516,birth,,7,
1517,any,,9,
1517,birth,,2,
1518,any,,21,2
1518,birth,,17,4
1518,death,,4,6
1518,marriage,,2,
1519,any,,10,2
1519,birth,,1,4
1520,any,,143,25
1520,birth,,53,82
1520,death,,16,10
1520,marriage,,13,30
1521,any,,10,5
1521,birth,,1,
1522,any,,23,5
1522,birth,,,3
1522,death,,4,6
1523,any,,22,
1523,birth,,2,
1523,death,,4,
1524,any,,18,4
1524,death,,2,
1524,marriage,,4,
1525,any,,78,13
1525,birth,,21,20
1525,death,,4,4
1525,marriage,,4,
1526,any,,16,7
1526,birth,,13,12
1526,death,,12,12
1526,marriage,,,4
1527,any,,20,
1527,birth,,1,
1527,death,,8,
1528,any,,14,1
1528,birth,,2,
1529,any,,18,7
1529,birth,,1,3
1529,death,,2,2
1529,marriage,,14,
1530,any,,228,32
1530,birth,,53,34
1530,death,,16,10
1530,marriage,,6,10
1531,any,,22,5
1531,birth,,1,
1532,any,,85,
1532,birth,,,2
1532,death,,4,
1533,any,,25,
1533,birth,,3,
1533,death,,4,
1534,any,,18,
1535,any,,157,10
1535,birth,,21,2
1535,death,,34,2
1535,marriage,,14,
1536,any,,22,25
1536,birth,,4,7
1537,any,,24,1
1537,birth,,4,1
1538,any,,65,4
1538,birth,,57,9
1538,marriage,,13,2
1539,any,,14,
1539,birth,,2,4
1539,death,,1,
1540,any,,259,62
1540,birth,,101,52
1540,death,,34,
1540,marriage,,4,37
1541,any,,17,7
1541,birth,,3,6
1541,death,,2,
1542,any,,20,2
1542,birth,,15,14
1542,death,,14,14
1543,any,,52,
1543,birth,,2,
1543,marriage,,4,
1544,any,,148,
1544,birth,,1,1
1545,any,,124,8
1545,birth,,7,11
1545,death,,20,6
1545,marriage,,,4
1546,any,,8,1
1546,birth,,13,12
1546,death,,12,12
1547,any,,29,3
1547,birth,,4,14
1547,death,,6,
1548,any,,33,
1548,death,,3,
1548,marriage,,5,
1549,any,,54,
1549,death,,10,
1550,any,,751,368
1550,birth,,132,88
1550,death,,22,20
1550,marriage,,32,46
1550,residence,,2,
1551,any,,19,9
1551,birth,,,11
1551,death,,6,8
1551,marriage,,,8
1552,any,,37,2
1552,death,,2,
1553,any,,14,11
1553,birth,,5,46
1553,death,,7,
1554,any,,10,15
1554,birth,,4,4
1554,death,,6,4
1555,any,,58,18
1555,birth,,16,20
1555,death,,2,8
1555,marriage,,,18
1556,any,,20,1
1556,birth,,66,
1556,death,,66,
1557,any,,32,1
1557,marriage,,1,
1558,any,,36,17
1558,birth,,3,1
1558,marriage,,1,2
1559,any,,23,16
1559,birth,,2,26
1560,any,,250,113
1560,birth,,62,123
1560,death,,25,92
1560,marriage,,5,1
1560,residence,,2,
1561,any,,29,5
